ncbi_species,species
Proteiniphilum propionicum,Proteiniphilum propionicum
Kushneria phosphatilytica,Kushneria phosphatilytica
Dryocola sp.,Dryocola sp041504365
Flammeovirga pacifica,Flammeovirga pacifica
Streptosporangium becharense,Streptosporangium becharense
Erythrobacter crassostrea,Erythrobacter crassostrea
Roseomonas ponticola,Falsiroseomonas ponticola
Pseudonocardia acaciae,Pseudonocardia acaciae
Pseudaestuariivita sp.,Pseudaestuariivita sp020629995
uncultured Ethanoligenens,Ethanoligenens sp963545875
Profftia tarda,Profftia tarda
Alkalimonas delamerensis,Alkalimonas delamerensis
Tianweitania sediminis,Tianweitania sediminis
Pseudomonas rustica,Pseudomonas_E rustica
Devosia rhodophyticola,Devosia rhodophyticola
Haploplasma modicum,Haploplasma modicum
Neoroseomonas alkaliterrae,Neoroseomonas alkaliterrae
Christiangramia salexigens,Christiangramia salexigens
Actinacidiphila sp.,Actinacidiphila sp035825295
Thermocrinis minervae,Thermocrinis_A minervae
Anabaena sphaerica,RDYJ01 sp014696825
Tsuneonella troitsensis,Tsuneonella troitsensis
uncultured Moheibacter,Moheibacter sp937875605
Avigastranaerophilus faecigallinarum,Avigastranaerophilus faecigallinarum
uncultured Wocania,Hwangdonia sp964021735
uncultured Garciella,Garciella sp900555725
Agrobacterium cucumeris,Agrobacterium cucumeris
Ningiella ruwaisensis,Glaciecola ruwaisensis
Ilumatobacter nonamiensis,Ilumatobacter_A nonamiensis
Lacticigenium naphthae,Lacticigenium naphthae
Jejuia sp.,Jejuia sp002428965
Liberimonas magnetica,Liberimonas magnetica
Chelatococcus albus,Chelatococcus_A albus
Planotetraspora mira,Planotetraspora mira
Terrilactibacillus laevilacticus,Terrilactibacillus laevilacticus
Thiomicrorhabdus cannonii,Thiomicrorhabdus cannonii
Georhizobium profundi,Georhizobium profundi
Streptomyces tailanensis,Streptomyces tailanensis
Pullichristensenella avicola,Pullichristensenella avicola
Streptomyces antioxidans,Streptomyces antioxidans
Gelidibacter pelagius,Gelidibacter pelagius
Desulfosporosinus lacus,Desulfosporosinus lacus
Francisella endociliophora,Francisella endociliophora
Pseudooceanicola algae,Pseudooceanicola algae
Anaerobiospirillum thomasii,Anaerobiospirillum_A thomasii
Natroniella acetigena,Natroniella acetigena
Pusillimonas caeni,Pusillimonas caeni
Hydrogenivirga caldilitoris,Hydrogenivirga caldilitoris
Carnimonas nigrificans,Carnimonas nigrificans
Epilithonimonas tenax,Epilithonimonas tenax
Marinomonas transparens,Marinomonas transparens
Changchengzhania lutea,Changchengzhania lutea
Chryseolinea lacunae,Chryseolinea lacunae
Litoribacter populi,Litoribacter populi
Paenibacillus periandrae,Paenibacillus_S periandrae
Tetragenococcus solitarius,Tetragenococcus solitarius
Mycolicibacterium psychrotolerans,Mycobacterium psychrotolerans
Paracoccus shandongensis,Paracoccus shandongensis
Corynebacterium liangguodongii,Corynebacterium liangguodongii
Kribbella jejuensis,Kribbella jejuensis
Iodobacter ciconiae,Iodobacter ciconiae
Vibrio neocaledonicus,Vibrio alginolyticus
Bifidobacterium apri,Bifidobacterium apri
Roseofilum capinflatum,Roseofilum capinflatum
Hydrocarboniclastica marina,Hydrocarboniclastica marina
Telluria mixta,Telluria mixta
Pseudomonas grandcourensis,Pseudomonas_E grandcourensis
Niallia endozanthoxylica,Bacillus_BD endozanthoxylica
Tepidiforma thermophila,Tepidiforma thermophila
Leucothrix pacifica,Leucothrix pacifica
Weissella uvarum,Weissella uvarum
Permianibacter aggregans,Permianibacter aggregans
Rickettsia bellii,Rickettsia bellii
Leisingera methylohalidivorans,Leisingera methylohalidivorans
Chromobacterium fluminis,Chromobacterium fluminis
Nocardioides dongxiaopingii,Nocardioides dongxiaopingii
Furfurilactobacillus siliginis,Furfurilactobacillus siliginis
Psychrobacter maritimus,Psychrobacter maritimus
Leucobacter insecticola,Leucobacter insecticola
Lichenibacterium ramalinae,Lichenihabitans ramalinae
Kaistella palustris,Kaistella palustris
Nesterenkonia lacusekhoensis,Nesterenkonia lacusekhoensis
Aquirufa lenticrescens,Aquirufa lenticrescens
Dawidia cretensis,Ohtaekwangia cretensis
Chryseobacterium oryctis,Chryseobacterium oryctis
Scatomorpha merdipullorum,Scatomorpha merdipullorum
Arthrobacter jiangjiafuii,Arthrobacter_B jiangjiafuii
Pontibacter virosus,Pontibacter virosus
Vibrio fluminensis,Vibrio fluminensis
Pelobacter seleniigenes,Seleniibacterium seleniigenes
Sphingobacterium kyonggiense,Sphingobacterium kyonggiense
Sphingopyxis solisilvae,Sphingopyxis solisilvae
Mycoplasma putrefaciens,Mycoplasma putrefaciens
Thiocapsa roseopersicina,Thiocapsa roseopersicina
Baltobacterales bacterium,40CM-4-65-16 sp035533335
Flexifilum affinis,Flexifilum affine
Vagococcus teuberi,Vagococcus teuberi
Glycomyces endophyticus,Glycomyces endophyticus
Sedimentitalea todarodis,Sedimentitalea todarodis
Bartonella acomydis,Bartonella acomydis
Mycoplasma simbae,Mycoplasmopsis simbae
Desulfolutivibrio sulfodismutans,Desulfolutivibrio sulfodismutans
Chitinophaga agri,Chitinophaga agri
Flavobacterium paronense,Flavobacterium paronense
Scalindua arabica,Scalindua arabica
Termititenax sp.,DYQY01 sp020719045
Mucilaginibacter limnophilus,Mucilaginibacter limnophilus
Uabimicrobium amorphum,Uabimicrobium amorphum
Tenacibaculum pacificus,Tenacibaculum pacificus
bacterium 3DAC,JAADFF01 sp013153035
Pseudoxanthomonas gei,Pseudoxanthomonas_A gei
Anaerotignaceae bacterium,Metalachnospira sp900553995
Granulosicoccus antarcticus,Granulosicoccus antarcticus
Mangrovibacter yixingensis,Mangrovibacter yixingensis
Sagittula marina,Sagittula marina
Cryptobacteroides avistercoris,Cryptobacteroides avistercoris
Hyalangium minutum,Hyalangium minutum
Devosia oryzisoli,Devosia oryzisoli
Corynebacterium maris,Corynebacterium maris
Avibacteroides faecavium,Avibacteroides faecavium
Hansschlegelia beijingensis,Hansschlegelia beijingensis
Rhodocyclus gracilis,Rhodocyclus gracilis
Algoriphagus litoralis,Algoriphagus litoralis
Brachybacterium phenoliresistens,Brachybacterium phenoliresistens
Arthrobacter methylotrophus,Arthrobacter methylotrophus
Paenibacillus yonginensis,Fontibacillus yonginensis
Neptunomonas marina,Neptunomonas marina
Vibrio comitans,Vibrio comitans
Kangiella japonica,Kangiella japonica
Exiguobacterium flavidum,Exiguobacterium_A flavidum
Clostridium muellerianum,Clostridium_AM muellerianum
Schneewindia gallinarum,Schneewindia gallinarum
Caccousia avistercoris,Caccousia avistercoris
Microbacterium atlanticum,Microbacterium atlanticum
Lysobacter gilvus,Noviluteimonas gilva
Weissella tructae,Weissella tructae
Caldicellulosiruptor kronotskyensis,Caldicellulosiruptor kronotskyensis
Xanthomarina spongicola,Xanthomarina spongicola
Chitinophaga oryziterrae,Chitinophaga oryziterrae
Microvirga aerilata,Microvirga aerilata
Mycoplasmopsis sturni,Mycoplasmopsis sturni
Synoicihabitans palmerolidicus,Actomonas palmerolidica
Solicola gregarius,Solicola gregarius
Luteibacter flocculans,Luteibacter flocculans
Geothrix limicola,Geothrix limicola
Kapaibacterium thiocyanatum,Kapaibacterium thiocyanatum
Desulfomicrobium apsheronum,Desulfomicrobium apsheronum
Sulfuriflexus mobilis,Sulfuriflexus mobilis
Caldovatus sediminis,Caldovatus sediminis
Pseudanabaena yagii,Pseudanabaena yagii
Cellulosimicrobium composti,Cellulosimicrobium composti
Velamenicoccus archaeovorus,Velamenicoccus archaeovorus
Sphingobacterium faecale,Sphingobacterium faecale
Bradyrhizobium symbiodeficiens,Bradyrhizobium symbiodeficiens
Comamonas faecalis,Comamonas_C faecalis
Arcobacter venerupis,Aliarcobacter venerupis
Devosia enhydra,Devosia_A enhydra
Pseudomonas panipatensis,Pseudomonas panipatensis
Haematobacter massiliensis,Haematobacter massiliensis
Pseudomonas anatoliensis,Pseudomonas_E anatoliensis
Knoellia remsis,Knoellia remsis
Bisbaumannia pacifica,Bisbaumannia pacifica
uncultured Kushneria,Kushneria sp947497025
Accumulibacter similis,Accumulibacter similis
Limosilactobacillus equigenerosi,Limosilactobacillus equigenerosi
Sphingobium vermicomposti,Sphingobium vermicomposti
Comamonas endophytica,Comamonas endophytica
Paraoceanicella sp.,Paroceanicella sp031399375
Meinhardsimonia xiamenensis,Meinhardsimonia xiamenensis
Immundisolibacterales bacterium,JAJDXW01 sp026712715
Novipirellula artificiosorum,Novipirellula artificiosorum
Methylobacterium iners,Methylobacterium iners
Flavobacterium phycosphaerae,Flavobacterium phycosphaerae
Bacillus mesophilum,Cytobacillus mesophilum
Dyella silvatica,Dyella_C silvatica
Staphylococcus caledonicus,Staphylococcus caledonicus
Aestuariibius insulae,Aestuariibius insulae
Prosthecochloris marina,Chlorobium_A marina
Aphanothece cf.,Cyanobium minutissimum
Jeotgalicoccus huakuii,Jeotgalicoccus marinus
uncultured Nannocystaceae,JAAZXR01 sp938084085
Tardibacter chloracetimidivorans,Tardibacter chloracetimidivorans
Amorphoplanes auranticolor,Actinoplanes auranticolor
Chloroflexus aurantiacus,Chloroflexus aurantiacus
Mycalebacterium zealandia,Mycalebacterium zealandia
Geodermatophilus ruber,Geodermatophilus ruber
Arenimonas terrae,Arenimonas terrae
Flaviaesturariibacter flavus,Flaviaestuariibacter flavus
Jatrophihabitans cynanchi,Jatrophihabitans_B cynanchi
Lentzea alba,Lentzea alba
Gordonia zhaorongruii,Gordonia zhaorongruii
Seongchinamella sediminis,Halioglobus sediminis
Pseudomonas aegrilactucae,Pseudomonas_E aegrilactucae
Prevotella vespertina,Prevotella vespertina
Nibribacter ruber,Nibribacter ruber
Nocardia elegans,Nocardia nova
Oceanimonas baumannii,Oceanimonas baumannii
Ewingella sp.,Ewingella sp040419245
Pseudomonas khorasanensis,Pseudomonas_E khorasanensis
Accumulibacter aalborgensis,Accumulibacter aalborgensis
Leptospira idonii,Leptospira_A idonii
Alloalcanivorax mobilis,Alloalcanivorax mobilis
Modestobacter caceresii,Modestobacter caceresii
Nonomuraea monospora,Nonomuraea monospora
Sphaerochaeta pleomorpha,Sphaerochaeta pleomorpha
Streptomyces inhibens,Streptomyces inhibens
Pseudooceanicola antarcticus,Pseudooceanicola antarcticus
Nocardiopsis suaedae,Nocardiopsis_A suaedae
Pseudomonas pharyngis,Pseudomonas_E pharyngis
Piscibacillus halophilus,Piscibacillus halophilus
Pseudomonas paeninsulae,Pseudomonas_E paeninsulae
Lactococcus fujiensis,Lactococcus fujiensis
Stieleria tagensis,Stieleria tagensis
Endomicrobiellum devescovinae,Endomicrobiellum devescovinae
Avisuccinivibrio stercorigallinarum,Avisuccinivibrio stercorigallinarum
Staphylococcus canis,Staphylococcus canis
Corynebacterium lizhenjunii,Corynebacterium lizhenjunii
Gromoviella agglomerans,Gromoviella agglomerans
Comamonas badia,Comamonas_C badia
Frigidibacter albus,Frigidibacter albus
Saccharothrix australiensis,Actinosynnema australiense
Ectobacillus antri,Ectobacillus antri
Ectothiorhodospira lacustris,Ectothiorhodospira lacustris
Dyella acidisoli,Dyella_B acidisoli
Shewanella pealeana,Shewanella pealeana
Actinomadura nitritigenes,Spirillospora nitritigenes
Pseudohongiella nitratireducens,Pseudohongiella nitratireducens
Stanieria sp.,Stanieria sp002355455
Microbacterium mitrae,Microbacterium mitrae
Neobacillus terrae,Neobacillus_A terrae
Sphaerobacter thermophilus,Sphaerobacter thermophilus
Nocardia concava,Nocardia concava
Janibacter corallicola,Janibacter corallicola
Geminicoccus harenae,Geminicoccus harenae
Mesoplasma entomophilum,Mesoplasma entomophilum
Conchiformibius kuhniae,Conchiformibius kuhniae
Niabella ginsengisoli,Niabella ginsengisoli
Enterococcus xiangfangensis,Enterococcus_A xiangfangensis
Desulfosalsimonas propionicica,Desulfosalsimonas propionicica
Cryptobacteroides caccocaballi,Cryptobacteroides caccocaballi
Cacconaster stercorequi,Vescimonas stercorequi
Prevotella marseillensis,Prevotella rara
Mycoplasmopsis cricetuli,Mycoplasmopsis cricetuli
Companilactobacillus pabuli,Companilactobacillus pabuli
Microlunatus ginsengisoli,Microlunatus ginsengisoli
Streptomyces telluris,Streptomyces telluris
Corynebacterium fournieri,Corynebacterium fournieri
Acidihalobacter prosperus,Acidihalobacter prosperus
Streptomyces spongiicola,Streptomyces spongiicola
Limadaptatus stercoripullorum,Limadaptatus stercoripullorum
Mangrovibacillus cuniculi,Mangrovibacillus cuniculi
Agromyces archimandritae,Agromyces archimandritae
Vagococcus bubulae,Vagococcus bubulae
Listeria grandensis,Listeria_A grandensis
Ensifer oleiphilus,Ensifer oleiphilus
Zhongshania marina,Zhongshania marina
Paracoccus marinus,Paracoccus marinus
Gordonia hirsuta,Gordonia hirsuta
Desulfobacter curvatus,Desulfobacter curvatus
Faecisoma merdavium,Faecisoma merdavium
Mediterraneibacter intestinipullorum,Mediterraneibacter intestinipullorum
Chryseobacterium soli,Chryseobacterium soli
Streptosporangium canum,Streptosporangium canum
Hespellia stercorisuis,Hespellia stercorisuis
Clostridium aquiflavi,Clostridium aquiflavi
uncultured Kiritimatiellae,JAAXQD01 sp012974475
Luteibacter pinisoli,Luteibacter pinisoli
Dyadobacter sediminis,Dyadobacter sediminis
Albimonas pacifica,Albimonas pacifica
Imtechella halotolerans,Imtechella halotolerans
Bernardetia litoralis,Bernardetia litoralis
Psychrobacillus soli,Psychrobacillus soli
Lutibacter oricola,Lutibacter oricola
Allorhizobium sonneratiae,Allorhizobium sonneratiae
Desulfitibacter sp.,Desulfitibacter sp001515945
Parvibaculum lavamentivorans,Parvibaculum lavamentivorans
Ornithinimicrobium ciconiae,Ornithinicoccus ciconiae
Vesicomyosocius okutanii,Ruthia okutanii
Desulforhabdus amnigena,Desulforhabdus amnigena
Latescibacter sp.,JAUYCD01 sp030692375
Euzebya pacifica,Euzebya pacifica
Streptosporangium saharense,Streptosporangium saharense
Limosilactobacillus albertensis,Limosilactobacillus albertensis
Volucribacter psittacicida,Volucribacter psittacicida
Pseudomonas capsici,Pseudomonas_E capsici
Tamlana sedimentorum,Tamlana_B sedimentorum
Glycomyces tenuis,Glycomyces tenuis
Nocardiopsis umidischolae,Nocardiopsis umidischolae
Nitrosacidococcus tergens,Nitrosacidococcus tergens
Sphingomonas soli,Sphingomonas soli
Rhizobium vallis,Rhizobium vallis
Sphingomonas crocodyli,Rhizorhabdus crocodyli
Nonomuraea antimicrobica,Nonomuraea antimicrobica
Kistimonas asteriae,Kistimonas asteriae
Pseudoduganella umbonata,Pseudoduganella umbonata
Crenotrichaceae bacterium,DRLZ01 sp011322755
Robbsia sp.,Robbsia sp039852015
Amphritea balenae,Amphritea balenae
Sphingosinicella flava,Allosphingosinicella flava
Deinococcus irradiatisoli,Deinococcus irradiatisoli
Camelimonas lactis,Camelimonas lactis
Perlucidibaca piscinae,Perlucidibaca piscinae
Pseudomonas peradeniyensis,Pseudomonas_E peradeniyensis
Hydrogenophaga crocea,Hydrogenophaga crocea
Rubrivirga marina,Rubrivirga marina
Pusillimonas minor,Neopusillimonas minor
Carideicomes alvinocaridis,Carideicomes alvinocaridis
Pseudomonas mangiferae,Pseudomonas_T mangiferae
Hymenobacter radiodurans,Hymenobacter radiodurans
Amycolatopsis azurea,Amycolatopsis azurea
Gryllotalpicola kribbensis,Gryllotalpicola kribbensis
Xinfangfangia pollutisoli,Xinfangfangia pollutisoli
Mediannikoviicoccus vaginalis,Mediannikoviicoccus vaginalis
Endomicrobiellum glyptotermitis,Endomicrobiellum glyptotermitis
Gilliamella mensalis,Gilliamella mensalis
Actinomadura rubteroloni,Spirillospora rubteroloni
Arcobacter caeni,Aliarcobacter caeni
Kordia jejudonensis,Kordia jejudonensis
Desulfolucanica intricata,Desulfolucanica intricata
Peribacillus kribbensis,Bacillus_AI kribbensis
Paenimyroides aestuarii,Flavobacterium aestuarii
Pseudomonas songnenensis,Stutzerimonas songnenensis
Marinomonas hwangdonensis,Marinomonas hwangdonensis
Streptomyces luteireticuli,Streptomyces luteireticuli
Sporolactobacillus terrae,Sporolactobacillus terrae
Arthrobacter psychrolactophilus,Specibacter psychrolactophilus
Methyloceanibacter methanicus,Methyloceanibacter methanicus
Sheuella amnicola,Sheuella amnicola
Blautia faecicola,Oliverpabstia faecicola
Methylocaldum marinum,Methylocaldum marinum
Sphingobium subterraneum,Sphingobium subterraneum
Avimonas narfae,Avimonas_A narfae
Demequina muriae,Demequina muriae
Propionispira raffinosivorans,Propionispira raffinosivorans
Olavius sp.,JAFDCJ01 sp902749685
Eisenbergiella merdipullorum,Eisenbergiella merdipullorum
Flavobacterium cheniae,Flavobacterium cheniae
Salegentibacter flavus,Salegentibacter flavus
Actinacidiphila guanduensis,Actinacidiphila guanduensis
Oxalicibacterium solurbis,Oxalicibacterium solurbis
Vibrio brasiliensis,Vibrio brasiliensis
Pantoea borealis,Pantoea borealis
Dendrosporobacter quercicolus,Dendrosporobacter quercicolus
Mycoplasma phocimorsus,Mycoplasma_H phocimorsus
Halomonas nitroreducens,Halomonas nitroreducens
Erwinia tasmaniensis,Erwinia tasmaniensis
Microvirga lotononidis,Microvirga lotononidis
Oceaniglobus indicus,Oceaniglobus indicus
Psychroserpens algicola,Psychroserpens algicola
Roseicyclus mahoneyensis,Roseicyclus mahoneyensis
Mycolicibacterium houstonense,Mycobacterium houstonense
Thermomonas haemolytica,Thermomonas haemolytica
Pseudoduganella armeniaca,Pseudoduganella armeniaca
uncultured Chthonomonadaceae,JADFMN01 sp946479035
Legionella santicrucis,Legionella santicrucis
Aquabacter spiritensis,Aquabacter spiritensis
Buttiauxella ferragutiae,Buttiauxella ferragutiae
Galligastranaerophilus faecipullorum,Galligastranaerophilus faecipullorum
Siccirubricoccus sp.,G192 sp019084075
Levilactobacillus parabrevis,Levilactobacillus parabrevis
Pseudobacillus sp.,Pseudobacillus sp003600835
Shikimatogenerans silvanidophilus,Shikimatogenerans silvanidophilus
Carthagonibacter metallireducens,Carthagonibacter metallireducens
Stagnihabitans tardus,Stagnihabitans tardus
Gemmobacter lanyuensis,Gemmobacter lanyuensis
Sphingomonas morindae,Sphingomonas_N morindae
Bacillus luti,Bacillus_A luti
Drouetiella hepatica,Drouetiella hepatica
Cellulomonas fulva,Cellulomonas fulva
Winogradskyella echinorum,Winogradskyella echinorum
Luteibaculaceae bacterium,DASUEB01 sp036275295
Roseomonas rosea,Roseomonas rosea
Vogesella aquatica,Vogesella aquatica
Pseudarthrobacter niigatensis,Arthrobacter niigatensis
Hymenobacter mucosus,Hymenobacter mucosus
Atopobium fossor,Atopobium fossor
Kocuria subflava,Kocuria subflava
Desulfonatronovibrio hydrogenovorans,Desulfonatronovibrio hydrogenovorans
Flavobacterium amnicola,Flavobacterium amnicola
Mycolicibacillus koreensis,Mycobacterium koreense
Dorea acetigenes,Claveliimonas acetigenes
Tropicimonas isoalkanivorans,Tropicimonas isoalkanivorans
Deinococci bacterium,JASBRS01 sp030149325
Marinicella marina,Marinicella marina
